ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard Group,Duplicate Status,Duplicate Of,Notes
R193,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Phase 1 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.04,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Climate-health risks,,,
R194,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Expansion of surveillance systems,,Health,TBC,TBC,TBC,"GCF, AF, WHO","GCF, AF, WHO",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R195,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Integration of climate data into health monitoring,,Health,TBC,TBC,TBC,"SPC, UNDP","SPC, UNDP",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R196,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Research on disease vectors & transmission pathways,,Health,TBC,TBC,TBC,"WHO, CSIRO, Universities","WHO, CSIRO, Universities",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R197,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Early-warning systems for outbreaks,,Health,TBC,TBC,TBC,"GCF, SPC","GCF, SPC",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R198,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Prevention & awareness campaigns,,Health,TBC,TBC,TBC,"UNICEF, MFAT","UNICEF, MFAT",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R199,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Monitoring & evaluation,,Health,TBC,TBC,TBC,"WHO, SPC","WHO, SPC",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R200,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Phase 2 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.075,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Climate-health risks,,,
R201,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Climate–Health Surveillance Unit,,Health,TBC,TBC,TBC,"GCF, WHO, UNDP","GCF, WHO, UNDP",0.8,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R202,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Integration into national health policy & legislation,,Health,TBC,TBC,TBC,"Government of Nauru, UNDP","Government of Nauru, UNDP",0.25,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R203,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,National health–climate database,,Health,TBC,TBC,TBC,"SPC, WHO","SPC, WHO",0.4,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R204,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Regional collaboration & knowledge sharing,,Health,TBC,TBC,TBC,"SPC, WHO, DFAT","SPC, WHO, DFAT",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R205,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Long-term financing mechanisms,,Health,TBC,TBC,TBC,"GCF, AF, ADB","GCF, AF, ADB",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R206,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Monitoring & evaluation,,Health,TBC,TBC,TBC,"WHO, UNDP","WHO, UNDP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R207,RONAdapt II Pipeline (Future),Strengthening Climate-Health Resilience through Epidemiological Research and Health Information Systems,Phase 3 contingency,,Health,TBC,TBC,TBC,Mixed,Mixed,0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Climate-health risks,,,
R208,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Legislative drafting & legal experts,,Energy,TBC,TBC,TBC,"UNDP, ADB","UNDP, ADB",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R209,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Institutional mapping & impact assessments,,Energy,TBC,TBC,TBC,"WB, GEF","WB, GEF",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R210,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Secondary regulations,,Energy,TBC,TBC,TBC,"ADB, SPC","ADB, SPC",0.25,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R211,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Stakeholder consultations & parliamentary engagement,,Energy,TBC,TBC,TBC,"DFAT, MFAT, EU","DFAT, MFAT, EU",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R212,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,MEPS & labelling frameworks,,Energy,TBC,TBC,TBC,"EU, GCF","EU, GCF",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R213,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,M&E setup,,Energy,TBC,TBC,TBC,UNDP,UNDP,0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R214,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Phase 1 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.06,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Energy & fuel security,,,
R215,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Establish/strengthen regulator function,,Energy,TBC,TBC,TBC,"ADB, WB","ADB, WB",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R216,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Tariff methodology adoption & lifeline provisions,,Energy,TBC,TBC,TBC,"ADB, PSDI","ADB, PSDI",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R217,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Compliance & enforcement mechanisms,,Energy,TBC,TBC,TBC,"EU, SPC","EU, SPC",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R218,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,"Model PPAs, procurement templates, digital licensing registry",,Energy,TBC,TBC,TBC,"IFC, ADB","IFC, ADB",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R219,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Capacity building & training,,Energy,TBC,TBC,TBC,"JICA, DFAT","JICA, DFAT",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R220,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Consumer protection standards & audits,,Energy,TBC,TBC,TBC,"MFAT, SPREP","MFAT, SPREP",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R221,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Monitoring & evaluation,,Energy,TBC,TBC,TBC,UNDP,UNDP,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R222,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Phase 2 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.09,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Energy & fuel security,,,
R223,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Legislative refresh & new tech integration,,Energy,TBC,TBC,TBC,"ADB, UNDP","ADB, UNDP",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R224,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Performance-based regulation pilots,,Energy,TBC,TBC,TBC,"ADB, WB","ADB, WB",0.35,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R225,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Long-term financing mechanisms,,Energy,TBC,TBC,TBC,"WB, ADB, EU","WB, ADB, EU",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R226,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Regional harmonisation with OPERA & peer reviews,,Energy,TBC,TBC,TBC,"SPC, DFAT","SPC, DFAT",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R227,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,National reporting & public dashboards,,Energy,TBC,TBC,TBC,"UNDP, EU","UNDP, EU",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R228,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Monitoring & evaluation,,Energy,TBC,TBC,TBC,UNDP,UNDP,0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R229,RONAdapt II Pipeline (Future),Energy Legislation and Reform Program,Phase 3 contingency,,Energy,TBC,TBC,TBC,Mixed,Mixed,0.075,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Energy & fuel security,,,
R230,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Climate-smart design & EIA,,Governance & Finance,TBC,TBC,TBC,"UNDP, GCF, DFAT","UNDP, GCF, DFAT",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R231,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Core building construction,,Governance & Finance,TBC,TBC,TBC,"DFAT, MFAT, JICA, ADB","DFAT, MFAT, JICA, ADB",1.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R232,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Renewable energy system,,Governance & Finance,TBC,TBC,TBC,"EU, GCF, WB","EU, GCF, WB",0.25,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R233,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Water systems,,Governance & Finance,TBC,TBC,TBC,"SPREP, UNICEF, GCF","SPREP, UNICEF, GCF",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R234,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Climate-smart fit-out,,Governance & Finance,TBC,TBC,TBC,"DFAT, MFAT","DFAT, MFAT",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R235,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Landscaping & resilience,,Governance & Finance,TBC,TBC,TBC,"SPC, NGOs, SPREP","SPC, NGOs, SPREP",0.075,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R236,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Training & capacity building,,Governance & Finance,TBC,TBC,TBC,"UNDP, SPC, SPREP","UNDP, SPC, SPREP",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R237,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Monitoring & evaluation,,Governance & Finance,TBC,TBC,TBC,"UNDP, GCF","UNDP, GCF",0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R238,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Phase 1 contingency,,Governance & Finance,TBC,TBC,TBC,Mixed donors & Government,Mixed donors & Government,0.21,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R239,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Expansion of renewable energy,,Governance & Finance,TBC,TBC,TBC,"EU, GCF","EU, GCF",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R240,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Additional water efficiency & reuse systems,,Governance & Finance,TBC,TBC,TBC,"SPREP, UNICEF","SPREP, UNICEF",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R241,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Retrofitting adjacent government buildings,,Governance & Finance,TBC,TBC,TBC,"DFAT, ADB","DFAT, ADB",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R242,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Green building operations manuals,,Governance & Finance,TBC,TBC,TBC,UNDP,UNDP,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R243,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Formal staff training & certification,,Governance & Finance,TBC,TBC,TBC,"JICA, SPC","JICA, SPC",0.075,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R244,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,National building efficiency guidelines,,Governance & Finance,TBC,TBC,TBC,"SPREP, UNEP","SPREP, UNEP",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R245,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Monitoring & evaluation,,Governance & Finance,TBC,TBC,TBC,UNDP,UNDP,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R246,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Phase 2 contingency,,Governance & Finance,TBC,TBC,TBC,Mixed,Mixed,0.085,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R247,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Climate-smart building standards & codes,,Governance & Finance,TBC,TBC,TBC,"SPC, UNDP","SPC, UNDP",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R248,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,"Replication in schools, clinics & community facilities",,Governance & Finance,TBC,TBC,TBC,"DFAT, ADB","DFAT, ADB",0.25,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R249,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Integration into procurement frameworks,,Governance & Finance,TBC,TBC,TBC,"EU, WB","EU, WB",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R250,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Regional knowledge sharing & case studies,,Governance & Finance,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R251,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Long-term financing provisions,,Governance & Finance,TBC,TBC,TBC,"GCF, AF","GCF, AF",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R252,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Monitoring & evaluation,,Governance & Finance,TBC,TBC,TBC,UNDP,UNDP,0.05,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R253,RONAdapt II Pipeline (Future),Climate-Smart and Greening of Government Buildings and Offices,Phase 3 contingency,,Governance & Finance,TBC,TBC,TBC,Mixed,Mixed,0.08,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Enabling & capacity (cross-hazard),,,
R254,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Compost hubs & soil amendment systems,,Agriculture & Food,TBC,TBC,TBC,"SPC, FAO, NGOs","SPC, FAO, NGOs",0.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R255,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Agroforestry demonstration plots & nurseries,,Agriculture & Food,TBC,TBC,TBC,"SPREP, FAO, GEF","SPREP, FAO, GEF",0.6,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R256,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Demonstration farms,,Agriculture & Food,TBC,TBC,TBC,"IFAD, DFAT, MFAT","IFAD, DFAT, MFAT",0.5,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R257,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Household livestock starter kits & feed gardens,,Agriculture & Food,TBC,TBC,TBC,"FAO, IFAD","FAO, IFAD",0.4,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R258,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Training & awareness programmes,,Agriculture & Food,TBC,TBC,TBC,"FAO, SPC, NGOs","FAO, SPC, NGOs",0.3,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R259,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,,Agriculture & Food,TBC,TBC,TBC,"UNDP, SPC","UNDP, SPC",0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R260,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 1 contingency,,Agriculture & Food,TBC,TBC,TBC,Mixed,Mixed,0.24,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Food insecurity,,,
R261,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Expansion of compost hubs,,Agriculture & Food,TBC,TBC,TBC,"GCF, SPC","GCF, SPC",0.6,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R262,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Agroforestry corridors & planting campaigns,,Agriculture & Food,TBC,TBC,TBC,"SPREP, GEF","SPREP, GEF",0.9,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R263,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Expanded irrigation & fodder banks,,Agriculture & Food,TBC,TBC,TBC,"IFAD, MFAT, DFAT","IFAD, MFAT, DFAT",0.6,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R264,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Traditional crop revival,,Agriculture & Food,TBC,TBC,TBC,"SPC, NGOs","SPC, NGOs",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R265,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Strengthening extension services,,Agriculture & Food,TBC,TBC,TBC,"FAO, SPC","FAO, SPC",0.35,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R266,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Farmer certification & training,,Agriculture & Food,TBC,TBC,TBC,"UNDP, FAO","UNDP, FAO",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R267,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Small-scale biogas pilots,,Agriculture & Food,TBC,TBC,TBC,"GEF SGP, NGOs","GEF SGP, NGOs",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R268,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,,Agriculture & Food,TBC,TBC,TBC,UNDP,UNDP,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R269,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 2 contingency,,Agriculture & Food,TBC,TBC,TBC,Mixed,Mixed,0.335,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Food insecurity,,,
R270,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Large-scale agroforestry corridors & biodiversity,,Agriculture & Food,TBC,TBC,TBC,"GCF, FAO","GCF, FAO",0.6,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R271,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,National land-use & policy frameworks,,Agriculture & Food,TBC,TBC,TBC,"SPC, UNDP","SPC, UNDP",0.25,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R272,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,National farmer training centre & seed banks,,Agriculture & Food,TBC,TBC,TBC,"DFAT, FAO","DFAT, FAO",0.3,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R273,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Long-term financing mechanisms,,Agriculture & Food,TBC,TBC,TBC,"GCF, AF","GCF, AF",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R274,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Regional knowledge sharing & case studies,,Agriculture & Food,TBC,TBC,TBC,"SPC, SPREP","SPC, SPREP",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R275,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,,Agriculture & Food,TBC,TBC,TBC,UNDP,UNDP,0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R276,RONAdapt II Pipeline (Future),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 3 contingency,,Agriculture & Food,TBC,TBC,TBC,Mixed,Mixed,0.16,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Food insecurity,,,
R277,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,"Recycling workshops, machinery & installation",,Waste Management,TBC,TBC,TBC,"JICA, GEF SGP","JICA, GEF SGP",0.8,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R278,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Community collection systems & awareness,,Waste Management,TBC,TBC,TBC,"EU, NGOs","EU, NGOs",0.2,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R279,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Training & safety workshops,,Waste Management,TBC,TBC,TBC,"JICA, SPC","JICA, SPC",0.15,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R280,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,"Product design, mould fabrication, innovation support",,Waste Management,TBC,TBC,TBC,JICA,JICA,0.1,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R281,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Monitoring & evaluation,,Waste Management,TBC,TBC,TBC,UNDP,UNDP,0.05,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R282,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Phase 1 contingency,,Waste Management,TBC,TBC,TBC,Mixed,Mixed,0.13,2025,2030,Phase 1 (Near-term),Proposed,Unspecified,Land & marine environment,,,
R283,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Expansion of workshops & machinery,,Waste Management,TBC,TBC,TBC,"ADB, JICA","ADB, JICA",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R284,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,New product lines,,Waste Management,TBC,TBC,TBC,"Private sector, JICA","Private sector, JICA",0.25,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R285,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Transport & collection logistics,,Waste Management,TBC,TBC,TBC,EU,EU,0.2,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R286,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Enterprise incubation & market support,,Waste Management,TBC,TBC,TBC,"UNDP, NGOs","UNDP, NGOs",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R287,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Training & awareness,,Waste Management,TBC,TBC,TBC,GEF SGP,GEF SGP,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R288,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Monitoring & evaluation,,Waste Management,TBC,TBC,TBC,ADB,ADB,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R289,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Phase 2 contingency,,Waste Management,TBC,TBC,TBC,Mixed,Mixed,0.125,2027,2035,Phase 2 (Medium-term),Proposed,Unspecified,Land & marine environment,,,
R290,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Curricula & training institute integration,,Waste Management,TBC,TBC,TBC,"SPC, Ministry of Education","SPC, Ministry of Education",0.2,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R291,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,National recycling standards & certification,,Waste Management,TBC,TBC,TBC,"SPREP, EU","SPREP, EU",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R292,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,PPP establishment for recycling,,Waste Management,TBC,TBC,TBC,"ADB, Private sector","ADB, Private sector",0.15,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
R293,RONAdapt II Pipeline (Future),Management of Waste for Reduction of Emissions,Financing mechanisms,,Waste Management,TBC,TBC,TBC,"Government, ADB","Government, ADB",0.1,2035,2040,Phase 3 (Long-term),Proposed,Unspecified,Land & marine environment,,,
