ID,Track,Program,Project Name,Description,Sector,Location,Lead Organisation,Financial Instrument,Funding Source (raw),Partners,Capital (AUD m),Start Year,End Year,Phase,Status,Funding Outcome,Hazard (recorded),Hazard Group,Hazard Source,Duplicate Status,Duplicate Of,Notes
P257,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Household livestock starter kits & feed gardens,Household livestock starter kits & feed gardens,Agriculture & Food,Nationwide,,,,"FAO, IFAD",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P258,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Training & awareness programmes,Training & awareness programmes,Agriculture & Food,Nationwide,,,,"FAO, SPC, NGOs",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P259,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,Monitoring & evaluation,Agriculture & Food,Nationwide,,,,"UNDP, SPC",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P260,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 1 contingency,Phase 1 contingency,Agriculture & Food,Nationwide,,,,Mixed,0.24,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P261,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Expansion of compost hubs,Expansion of compost hubs,Agriculture & Food,Nationwide,,,,"GCF, SPC",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P262,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Agroforestry corridors & planting campaigns,Agroforestry corridors & planting campaigns,Agriculture & Food,Nationwide,,,,"SPREP, GEF",0.9,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P263,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Expanded irrigation & fodder banks,Expanded irrigation & fodder banks,Agriculture & Food,Nationwide,,,,"IFAD, MFAT, DFAT",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P264,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Traditional crop revival,Traditional crop revival,Agriculture & Food,Nationwide,,,,"SPC, NGOs",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P265,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Strengthening extension services,Strengthening extension services,Agriculture & Food,Nationwide,,,,"FAO, SPC",0.35,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P266,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Farmer certification & training,Farmer certification & training,Agriculture & Food,Nationwide,,,,"UNDP, FAO",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P267,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Small-scale biogas pilots,Small-scale biogas pilots,Agriculture & Food,Nationwide,,,,"GEF SGP, NGOs",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P268,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,Monitoring & evaluation,Agriculture & Food,Nationwide,,,,UNDP,0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P269,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 2 contingency,Phase 2 contingency,Agriculture & Food,Nationwide,,,,Mixed,0.335,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P270,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Large-scale agroforestry corridors & biodiversity,Large-scale agroforestry corridors & biodiversity,Agriculture & Food,Nationwide,,,,"GCF, FAO",0.6,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P271,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,National land-use & policy frameworks,National land-use & policy frameworks,Agriculture & Food,Nationwide,,,,"SPC, UNDP",0.25,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P272,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,National farmer training centre & seed banks,National farmer training centre & seed banks,Agriculture & Food,Nationwide,,,,"DFAT, FAO",0.3,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P273,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Long-term financing mechanisms,Long-term financing mechanisms,Agriculture & Food,Nationwide,,,,"GCF, AF",0.2,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P274,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Regional knowledge sharing & case studies,Regional knowledge sharing & case studies,Agriculture & Food,Nationwide,,,,"SPC, SPREP",0.15,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P275,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Monitoring & evaluation,Monitoring & evaluation,Agriculture & Food,Nationwide,,,,UNDP,0.1,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P276,RONAdapt II Pipeline (Proposed),Climate Smart Agriculture and Land/Soil Productivity Rehabilitation,Phase 3 contingency,Phase 3 contingency,Agriculture & Food,Nationwide,,,,Mixed,0.16,,,,Proposed,Seeking funding,,Food insecurity,Auto-tagged (sector/keywords),,,
P277,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,"Recycling workshops, machinery & installation","Recycling workshops, machinery & installation",Waste Management,Nationwide,,,,"JICA, GEF SGP",0.8,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P278,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Community collection systems & awareness,Community collection systems & awareness,Waste Management,Nationwide,,,,"EU, NGOs",0.2,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P279,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Training & safety workshops,Training & safety workshops,Waste Management,Nationwide,,,,"JICA, SPC",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P280,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,"Product design, mould fabrication, innovation support","Product design, mould fabrication, innovation support",Waste Management,Nationwide,,,,JICA,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P281,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Monitoring & evaluation,Monitoring & evaluation,Waste Management,Nationwide,,,,UNDP,0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P282,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Phase 1 contingency,Phase 1 contingency,Waste Management,Nationwide,,,,Mixed,0.13,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P283,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Expansion of workshops & machinery,Expansion of workshops & machinery,Waste Management,Nationwide,,,,"ADB, JICA",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P284,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,New product lines,New product lines,Waste Management,Nationwide,,,,"Private sector, JICA",0.25,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P285,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Transport & collection logistics,Transport & collection logistics,Waste Management,Nationwide,,,,EU,0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P286,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Enterprise incubation & market support,Enterprise incubation & market support,Waste Management,Nationwide,,,,"UNDP, NGOs",0.15,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P287,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Training & awareness,Training & awareness,Waste Management,Nationwide,,,,GEF SGP,0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P288,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Monitoring & evaluation,Monitoring & evaluation,Waste Management,Nationwide,,,,ADB,0.05,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P289,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Phase 2 contingency,Phase 2 contingency,Waste Management,Nationwide,,,,Mixed,0.125,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P290,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Curricula & training institute integration,Curricula & training institute integration,Waste Management,Nationwide,,,,"SPC, Ministry of Education",0.2,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P291,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,National recycling standards & certification,National recycling standards & certification,Waste Management,Nationwide,,,,"SPREP, EU",0.15,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P292,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,PPP establishment for recycling,PPP establishment for recycling,Waste Management,Nationwide,,,,"ADB, Private sector",0.15,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P293,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Financing mechanisms,Financing mechanisms,Waste Management,Nationwide,,,,"Government, ADB",0.1,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P294,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Regional knowledge sharing & case studies,Regional knowledge sharing & case studies,Waste Management,Nationwide,,,,SPREP,0.1,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P295,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Monitoring & evaluation,Monitoring & evaluation,Waste Management,Nationwide,,,,UNDP,0.05,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P296,RONAdapt II Pipeline (Proposed),Management of Waste for Reduction of Emissions,Phase 3 contingency,Phase 3 contingency,Waste Management,Nationwide,,,,Mixed,0.075,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P297,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Invasive species eradication pilots,Invasive species eradication pilots,Environment & Biodiversity,Nationwide,,,,"DFAT, JICA",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P298,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Native vegetation pilot plots,Native vegetation pilot plots,Environment & Biodiversity,Nationwide,,,,SPREP,0.35,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P299,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Institutional capacity training,Institutional capacity training,Environment & Biodiversity,Nationwide,,,,"UNDP, SPC",0.15,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P300,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Endemic species baseline monitoring,Endemic species baseline monitoring,Environment & Biodiversity,Nationwide,,,,"BirdLife, IUCN",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P301,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community awareness campaigns,Community awareness campaigns,Environment & Biodiversity,Nationwide,,,,"NGOs, GEF SGP",0.05,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P302,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 1 contingency,Phase 1 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.095,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P303,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Expansion of eradication campaigns,Expansion of eradication campaigns,Environment & Biodiversity,Nationwide,,,,"DFAT, JICA",0.35,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P304,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community nurseries & planting campaigns,Community nurseries & planting campaigns,Environment & Biodiversity,Nationwide,,,,"SPREP, MFAT",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P305,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Scaling endemic species monitoring,Scaling endemic species monitoring,Environment & Biodiversity,Nationwide,,,,"IUCN, BirdLife",0.2,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P306,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community stewardship programmes,Community stewardship programmes,Environment & Biodiversity,Nationwide,,,,"NGOs, GEF SGP",0.15,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P307,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Biodiversity data & GIS surveys,Biodiversity data & GIS surveys,Environment & Biodiversity,Nationwide,,,,"UNDP, SPC",0.15,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P308,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 2 contingency,Phase 2 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.135,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P309,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,National policy integration & legislation,National policy integration & legislation,Environment & Biodiversity,Nationwide,,,,"UNDP, SPC",0.2,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P310,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Long-term financing mechanisms,Long-term financing mechanisms,Environment & Biodiversity,Nationwide,,,,"GCF, AF",0.2,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P311,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Endemic species long-term monitoring,Endemic species long-term monitoring,Environment & Biodiversity,Nationwide,,,,"BirdLife, IUCN",0.15,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P312,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Regional knowledge exchange,Regional knowledge exchange,Environment & Biodiversity,Nationwide,,,,"SPREP, IUCN",0.1,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P313,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Community education & ongoing awareness,Community education & ongoing awareness,Environment & Biodiversity,Nationwide,,,,NGOs,0.05,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P314,RONAdapt II Pipeline (Proposed),Safeguarding Biodiversity: Invasive Species Eradication and Native Habitat Restoration,Phase 3 contingency,Phase 3 contingency,Environment & Biodiversity,Nationwide,,,,Mixed,0.07,,,,Proposed,Seeking funding,,Land & marine environment,Auto-tagged (sector/keywords),,,
P315,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Hazard mapping,Hazard mapping,Disaster Risk Reduction,Nationwide,,,,"SPC, SPREP, UNDP",0.5,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P316,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Vulnerability surveys,Vulnerability surveys,Disaster Risk Reduction,Nationwide,,,,"DFAT, MFAT, EU",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P317,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Community engagement & awareness,Community engagement & awareness,Disaster Risk Reduction,Nationwide,,,,"NGOs, GEF SGP",0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P318,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 1 contingency,Phase 1 contingency,Disaster Risk Reduction,Nationwide,,,,Mixed,0.1,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P319,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Capacity building workshops,Capacity building workshops,Disaster Risk Reduction,Nationwide,,,,"ADB, World Bank",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P320,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Expanded hazard mapping & modelling,Expanded hazard mapping & modelling,Disaster Risk Reduction,Nationwide,,,,"SPC, SPREP",0.4,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P321,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Evacuation pathway mapping & safe-site integration,Evacuation pathway mapping & safe-site integration,Disaster Risk Reduction,Nationwide,,,,"ADB, DFAT, EU",0.25,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P322,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Policy briefs & dissemination,Policy briefs & dissemination,Disaster Risk Reduction,Nationwide,,,,"Government, UNDP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P323,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Monitoring & evaluation,Monitoring & evaluation,Disaster Risk Reduction,Nationwide,,,,"ADB, UNDP",0.1,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P324,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 2 contingency,Phase 2 contingency,Disaster Risk Reduction,Nationwide,,,,Mixed,0.115,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P325,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Policy integration & institutionalisation,Policy integration & institutionalisation,Disaster Risk Reduction,Nationwide,,,,"UNDP, SPC",0.2,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P326,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,National disaster risk & evacuation database,National disaster risk & evacuation database,Disaster Risk Reduction,Nationwide,,,,"World Bank, ADB",0.2,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P327,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Long-term financing mechanisms,Long-term financing mechanisms,Disaster Risk Reduction,Nationwide,,,,"GCF, AF",0.1,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P328,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Community drills & ongoing awareness,Community drills & ongoing awareness,Disaster Risk Reduction,Nationwide,,,,"SPC, NGOs",0.1,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P329,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Regional knowledge exchange & reporting,Regional knowledge exchange & reporting,Disaster Risk Reduction,Nationwide,,,,"CREWS, SPREP",0.1,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P330,RONAdapt II Pipeline (Proposed),Nauru-Wide Disaster Risk Vulnerability Assessment,Phase 3 contingency,Phase 3 contingency,Disaster Risk Reduction,Nationwide,,,,Mixed,0.07,,,,Proposed,Seeking funding,,Multi-hazard preparedness,Auto-tagged (sector/keywords),,,
P331,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,HEPR Plan development & rollout,HEPR Plan development & rollout,Health,Nationwide,,,,"WHO, UNDP, SPC",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P332,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Republic Hospital resilience upgrades,Republic Hospital resilience upgrades,Health,Nationwide,,,,"JICA, DFAT, EU",1.0,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P333,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Initial emergency stockpiles,Initial emergency stockpiles,Health,Nationwide,,,,"WHO, DFAT, SPC",0.4,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P334,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Training & drills,Training & drills,Health,Nationwide,,,,"WHO, NGOs",0.3,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P335,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Phase 1 contingency,Phase 1 contingency,Health,Nationwide,,,,Mixed,0.21,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P336,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Clinic-level resilience upgrades,Clinic-level resilience upgrades,Health,Nationwide,,,,"JICA, DFAT, MFAT",0.8,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P337,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Mobile health units & outreach kits,Mobile health units & outreach kits,Health,Nationwide,,,,"UNDP, MFAT",0.6,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P338,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Expanded stockpile & supply chain system,Expanded stockpile & supply chain system,Health,Nationwide,,,,"WHO, EU",0.5,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P339,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Advanced training & simulation drills,Advanced training & simulation drills,Health,Nationwide,,,,"WHO, Red Cross",0.3,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P340,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Phase 2 contingency,Phase 2 contingency,Health,Nationwide,,,,Mixed,0.22,2035,2040,Phase 3 (Long-term),Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P341,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Policy integration & institutionalisation,Policy integration & institutionalisation,Health,Nationwide,,,,"UNDP, WHO",0.3,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P342,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Health infrastructure resilience fund set-up,Health infrastructure resilience fund set-up,Health,Nationwide,,,,"GCF, AF",0.5,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P343,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Regional pooled procurement & partnerships,Regional pooled procurement & partnerships,Health,Nationwide,,,,"SPC, WHO",0.2,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P344,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Ongoing mobile outreach & drills,Ongoing mobile outreach & drills,Health,Nationwide,,,,"NGOs, MFAT",0.2,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P345,RONAdapt II Pipeline (Proposed),Climate Proof and Strengthen Health Sector Resilience,Phase 3 contingency,Phase 3 contingency,Health,Nationwide,,,,Mixed,0.12,,,,Proposed,Seeking funding,,Climate-health risks,Auto-tagged (sector/keywords),,,
P346,RONAdapt II Pipeline (Proposed),Innovative Energy Solutions for Government and Community Facilities for Climate Resilience,Solar PV & Battery for core government facilities,Solar PV & Battery for core government facilities,Energy,Nationwide,,,,"DFAT, MFAT, EU",1.2,2027,2035,Phase 2 (Medium-term),Proposed,Seeking funding,,Energy & fuel security,Auto-tagged (sector/keywords),,,
